Beanie Baby Name,Animal/Character,Hang Tag,Mint,Non Mint,No Tag,Style #,Notes & Exclusivity
"SOCK MONKEY (puzzle, jigsaw)",Monkey,19,$20-25,$9-12,$3-5,42082,
"SOCK MONKEY (quilted, brown)",Monkey,19,$14-22,$7-10,$3-5,41081,
"SOCK MONKEY (quilted, pink)",Monkey,19,$14-22,$7-10,$3-5,40993,
"SOCK MONKEY (quilted, pink), Key-clip",Monkey,19 sm,$10-12,$4-6,$2-3,40994,
"SOCK MONKEY (quilted, purple)",Monkey,19,$14-22,$7-10,$3-5,40995,
"SOCK MONKEY (quilted, purple) Keyfllip",Monkey,19 sm,$10-12,$4-6,$2-3,40996,
SOCK MONKEY (rainbow),Monkey,19,$10-16,$5-8,$2-4,40963,
SOCK MONKEY (Santa),Monkey,19,$8-12,$4-6,$1-3,41011,
SOCK MONKEY (skeleton - Tricks),Monkey,19,$12-20,$6-10,$3-5,40966,
SOCK MONKEY (stripes multi-colored),Monkey,18,$12-20,$6-10,$3-5,40918,
SOCK MONKEY (stripes pastel),Monkey,19,$12-20,$6-10,$3-5,40985,
SOCK MONKEY (stripes) Key-clip,Monkey,19 sm,$10-12,$4-6,$2-3,40997,
SOCK MONKEY (tan corduroy),Monkey,18,$8-12,$3-5,$1-3,40919,
SOCK MONKEY (zigzag),Monkey,19,$9-15,$4-7,$2-3,40940,
SOCK MONKEY (zigzag) Key-clip,Monkey,19 sm,$10-12,$4-6,$2-3,40955,
SoftBank HAWKS,Bear,15,$80- 180,$50- 100,$25- 35,46098,Club Hawks Japan - patience needed
Solid Gold Beanie,Bear: Elvis,15,$7-20,$1-7,$1,47111,Walgreens
Sonnet,Dog: Valentine,"7,11",$1-5,$1,$1,40036,
Sorbet,Bunny Rabbit,18,$5-15,$1-3,$1,40943,
Soren (Owls of Ga'Hoole),Legend of the Guardians,17,$45-80,$18-25,$3-9,40842,
South Carolina,Bear,13,$1-10,$1-3,$1,40301,State
Soybean,Pig,15,$2-12,$1-3,$1,40615,
Spangle (blue head),Bear,5,$3-10,$1,$1,4245,
Spangle (pink head),Bear,5,$3-10,$1,$1,4245,
Spangle (white head),Bear,5,$3-10,$1,$1,4245,
Spangle Key-clip (white head),Bear,14 sm,$2-7,$1,$1,40370,
Sparklers,Bear,15,$2-5,$1,$1,44107,Ty Store
Sparkles,Bear,BBOM,$2-5,$1,$1,4800,BBOM
Sparkles,Dog,Pinkys,$5-9,$1,$1,40208,
Sparks,Bear,7,$3-8,$1-3,$1,4633,UK
Sparky,Dog: Dalmatian,4,$2-10,$1-3,$1,4100,Most sell on the lower side.
Spearmint,Bear,15,$15-30,$3-9,$2-5,47126,Hallmark - Known dealers are getting more $$$
Speckles,Bear,"6,7",$3-10,$1,$1,4402,Ty Store. Most sell on the lower side.
Speedster,Turtle,13,$4-12,$1-3,$1,40183,
Speedy,Turtle,1,$500- 1000,$200- 475,$2-5,4030,Higher side is authenticated
Speedy,Turtle,2,$100- 250,$45- 100,$2-5,4030,Higher side is authenticated
Speedy,Turtle,3,$35-75,$12-18,$2-5,4030,with a 1st gen tush tag. Higher side is authenticated.
Speedy,Turtle,3,$25-35,$9-15,$1,4030,with a 2nd gen tush tag
Speedy,Turtle,4,$1-10,$1,$1,4030,most sell on the lower side
Spells,Bear,14,$10-20,$3-9,$1-3,44094,Ty Store
Spencer (big eyes),Dog: Dalmatian,19,$5-10,$1-3,$1,42302,
Spider-Man,Marvel Superhero,19,$5-11,$1-3,$1,41188,most sell on the lower side
Spider-Man Miles Morales (black),Marvel Superhero,19,$5-14,$1-3,$1,41160,most sell on the lower side
Spike,Rhinoceros,"4,5",$1-10,$1,$1,4060,
Spike,Hedgehog,19,$15-22,$9-12,$2-4,42125,
Spike Key-clip,Hedgehog,19,$15-20,$4-12,$1-3,36633,
Spikey,Dinosaur,15,$17-25,$2-10,$1-3,40716,
Spinner,Spider,"4,5",$1-10,$1,$1,4036,most sell on the lower side
"Spinner (""Creepy"" on tush tag)",Spider,5,$5-15,$8-11,$2-5,4036,
Splash,Orca Whale,1,$275- 800,$125- 200,$1-3,4022,Higher side is authenticated
Splash,Orca Whale,2,$100- 175,$25-80,$1-3,4022,Higher side is authenticated
Splash,Orca Whale,3,$35-90,$12-20,$1-3,4022,with a 1st gen tush tag. Higher side is authenticated.
Splash,Orca Whale,3,$25-40,$9-15,$1,4022,with a 2nd gen tush tag
Splash,Orca Whale,4,$2-10,$2,$1,4022,Most sell on the lower side. Have seen authenticated as high as $30.
Splash (BBOC),Orca Whale,BBOC,$12-22,$2-8,$1,49020,BBOC
Splits,Flamingo,BB2.0,$4-12,$2-5,$1,42046,BB2-2
Splotches,Dog: Dalmatian,15,$8-15,$2-7,$1-3,40715,
SpongeBob Bend It Like,SpongeBob,17,$22-25,$11-12,$6-9,40869,UK
SpongeBob Birthday,SpongeBob,16,$9-12,$6-9,$3-4,40797,
SpongeBob Captain (pirate),SpongeBob,16,$6-10,$5-8,$3,40770,
SpongeBob First Mate Patrick,SpongeBob,16,$4-6,$2-3,$2,40771,
SpongeBob Football Star,SpongeBob,14,$4-5,$4,$2,40463,
SpongeBob FrankenStein,SpongeBob,13,$7-13,$4-6,$3-4,40257,
SpongeBob Gary the snail,SpongeBob,14,$16-67,$8-19,$5-8,40469,High range from known sellers in the hobby.
SpongeBob Gary the snail (Best Buy tag),SpongeBob,14,$18-80,$9,$5,47057,Best Buy - High range from known sellers in hobby
SpongeBob Gary the snail Key-clip,SpongeBob,15,$13-35,$10,$6-7,40695,High range from known sellers in the hobby.
SpongeBob JingleBells,SpongeBob,15,$5-12,$3-6,$3,40690,
SpongeBob JollyElf,SpongeBob,13,$8-15,$6,$4-5,40281,
SpongeBob MermaidMan,SpongeBob,14,$12-!9,$6-8,$3-4,40432,
SpongeBob Mr. Krabs,SpongeBob,14,$18-30,$6-18,$4-14,40468,High range from known sellers in the hobby.
SpongeBob Mr. Krabs (Best Buy tag),SpongeBob,14,$19,$9-15,$7-14,47056,Best Buy
SpongeBob Mr. Krabs Key-clip,SpongeBob,15 sm,$13,$10,$5,40696,
SpongeBob Muscle Man Star,SpongeBob,19,$7-16,$5-6,$3-4,40381,
SpongeBob MuscleBob Bu Pants,SpongeBob,14,$7-14,$5-6,$3-4,40382,
SpongeBob Patrick Barnacleboy,SpongeBob,14,$6-16,$3-7,$2-3,40433,
SpongeBob Patrick Claus,SpongeBob,13,$8-15,$5-10,$3-5,40282,
SpongeBob Patrick Star,SpongeBob,,$7-26,$5-9,$3-6,40164,
SpongeBob Patrick Star (Best Buy tag),SpongeBob,14,$15-27,$5-10,$3-5,47055,Best Buy - High range from known sellers in hobby
SpongeBob Patrick Star (Best Day Ever),SpongeBob,"14, 17",$10-19,$5-10,$3-5,40467,
SpongeBob Patrick Star He Shoots He Scores,SpongeBob,17,$8-12,$6-11,$3-6,40870,UK
SpongeBob Patrick Star Key-clip,SpongeBob,14 sm,$4-6,$3-4,$2-3,40407,Plastic/Metal clip
SpongeBob PinkPants,SpongeBob,14,$12-25,$8-12,$4-6,40416,"USA Pink heart
 on front of tag.""Exercise"", ""Found Early"", ""Every two minutes"""
SpongeBob PinkPants (Canada),SpongeBob,14,$15-25,$8-12,$4-6,40416,"Canada ""Beanie Babies' no pink heart on front of tag. ""Watcha Wearing"""
SpongeBob PinkPants (UK),SpongeBob,14,$23-30,$14,$7,40416,"UK Beanies only on front, no heart. ""Watcha Wearing'"""
SpongeBob PumpkinMask,SpongeBob,13,$5-12,$4,$2,40258,
SpongeBob QB,SpongeBob,14,$8-20,$5-7,$4-5,40462,
SpongeBob Sheldon J. Plankton,SpongeBob,15,$13-40,$10-15,$6-12,40664,High range from known sellers in the hobby.
SpongeBob Silent Night Star (Patrick Star),SpongeBob,15,$7-9,$4-8,$4-5,40691,
SpongeBob SleighRide,SpongeBob,13,$6-9,$4-5,$3-4,40280,
SpongeBob SmartyPants,SpongeBob,17,$7-9,$5-6,$4-6,40832,
SpongeBob SquarePants,SpongeBob,,$7-12,$5-7,$3-6,40163,
SpongeBob SquarePants (Best Buy tag),SpongeBob,14,$13-17,$8-11,$3-4,47054,Best Buy
SpongeBob SquarePants (Best Day Ever) see notes,SpongeBob,14,$8-17,$5,$2-3,40466,Embroidered Face
SpongeBob SquarePants (Best Day Ever) see notes,SpongeBob,14,$5-$7,$4,$2-3,40466,Screen Print Face
SpongeBob SquarePants (stuck on you),SpongeBob,15,$8-9,$5-7,$2-3,40623,Suction cups
SpongeBob SquarePants Key-clip See notes,SpongeBob,14 sm,$4-7,$3,$2,40406,Embroidered Face Plastic/Metal clip
SpongeBob SquarePants Key-clip See notes,SpongeBob,14 sm,$3-5,$3,$2,40406,Screen Print Face Plastic/Metal clip
SpongeBob Squidward Tentacles,SpongeBob,,$25-60,$18-25,$18,40165,High range from known sellers in the hobby. Check neck is sturdy.
SpongeBob ThumbsUp,SpongeBob,13,$7-17,$3-5,$2-4,40217,
SpongeBob TuxedoP- ants,SpongeBob,13,$7-19,$5-6,$4-5,40218,Trending at $14
Spongebob Vegas,SpongeBob,18,$17-23,$9-15,$7-13,40902,
Spook,Ghost,3,$75- 250,$35-65,$1,4090,"""Desined by Jenna Boldebuck"". Higher side is authenticated."
Spooky,Ghost,3,$45- 125,$18-45,$1-3,4090,with a 1st gen tush tag. Higher side is authenticated.
Spooky,Ghost,3,$28-50,$9-20,$1-3,4090,with a 2nd gen tush tag
Spooky,Ghost,4,$1-10,$1,$1,4090,Most sell on the lower side
Spooky (2010),Ghost,17,$1-10,$1,$1,40848,Most sell on the lower side
Sport,Dog: Boston Terrier,"7,11",$3-5,$1,$1,4590,
Spot (no spot),Dog,1,$500- 1000,$200- 450,$35- 75,4000,authenticated is the higher range
Spot (no spot),Dog,2,$250- 400,$125- 220,$35- 75,4000,authenticated is the higher range
Spot (no spot) (BBOC),Dog,BBOC,$35-70,$25-30,$5-12,49023,BBOC
Spot (with spot),Dog,2,$125- 225,$75- $140,$5,4000,
Spot (with spot),Dog,3,$40- 100,$12-18,$1,4000,with a 1st gen tush tag. Higher side is authenticated.
Spot (with spot),Dog,3,$25-70,$9-15,$1,4000,with a 2nd gen tush tag. Higher side is authenticated.
Spot (with spot),Dog,4,$1-10,$1,$1,4000,Most sell on the lower side
Spot (BBOC),Dog,BBOC,$10-20,$3-5,$1-3,49022,BBOC
Spotter,Leopard,14,$10-20,$5-9,$1-3,40354,
Spotter 2012,Leopard,19,$15-25,$7-12,$1-3,,
Spotty,Leopard,19,$12-20,$2-7,$1-3,42101,Goes cheap on auctions
Spring,Bunny Rabbit,"7,10",$2-5,$1,$1,4513,
Springer,Bear,16,$4-12,$1-3,$1,40765,
Spring eld,Bunny Rabbit,12,$2-8,$1,$1,40053,Most sell on the lower side
Springston,Bear,15,$6-10,$1,$1,40601,
Springy,Bunny Rabbit,"6,7",$3-6,$1,$1,4272,
Spuds,Dog,13,$2-8,$1-3,$1,40191,
Spunky,Dog: Cocker Spaniel,5,$1-10,$1,$1,4184,Most sell on the lower side
Spurs,Horse,15,$2-8,$1-3,$1,40747,
Squealer,Pig,1,$500- 1000,$125- 300,$1-5,4005,authenticated is the higher range
Squealer,Pig,2,$100- 210,$40-90,$1-5,4005,authenticated is the higher range
Squealer,Pig,3,$35-80,$12-22,$1-5,4005,with a 1st gen tush tag - authenticated is the higher side
Squealer,Pig,3,$20-60,$9-25,$1,4005,with a 2nd gen tush tag - authenticated is the higher side
Squealer,Pig,"4,5",$1-7,$1,$1,4005,Most sell on the lower side
Squealer (BBOC),Pig,BBOC,$8-15,$2-5,$1-3,49017,BBOC
Squidge,Moshi Monsters,18,$7-15,$2-5,$1-3,46191,UK
Squidward Tentacles,SpongeBob,,above,above,above,40165,see SpongeBob
Squirmy,Worm,"6,7",$1-10,$1,$1,4302,Most sell on the lower side
St. Louis Cardinals,Bear/Baseball,19,$7-12,$3-5,$1,41704,MLB licensed
Stanley (black),Bear,18,$30-60,$18-35,$9-18,47157,Jewel Osco
Stanley (red),Bear,18,$30-60,$18-35,$9-18,47157,Jewel Osco
Star (blue star),Bear,"7,11",$5-10,$1-4,$1,4703,Ideation
Star (gold star),Bear,"7,11",$5-10,$1-4,$1,40030,
Starboard,Dolphin,14,$15-22,$5-7,$1-3,40396,Prices vary widely
Stargazer,Unicorn,14,$10-17,$3-9,$1-5,40459,
Starlett,Cat,"7,9",$5-15,$1-6,$1,4382,Most sell on the lower side
Starlight (Black),Bear,12,$8-15,$2-5,$1-3,46010,Harrod's
Starlight (Black),Bear,12,$35-60,$15-22,$7-11,46010,Harrod's with 1st Day Cert
Starlight (White),Bear,12,$15-25,$5-15,$1-9,46011,Harrod's
Starlight (white),Bear,12,$35-60,$15-22,$1-3,46011,Harrod's with 1st Day Cert
Starry ( ag nose),Bear,13,$35-60,$18-32,$3-5,46042,Australia
Starry (Australia) black nose,Bear,13,$9-20,$3-5,$1-3,46042,Asia-Paci c
Steg,Stegosaurus,3,$125- 400,$75- 150,$45- 100,4087,authenticated is the higher range. Color plays a big part.
Stilts,Stork,5,$1-10,$1,$1,4221,Most sell on the lower side
Sting,Stingray,3,$40- 125,$18-50,$1-3,4077,with a 1st gen tush tag
Sting,Stingray,3,$25-50,$14-30,$1,4077,with a 2nd gen tush tag
Sting,Stingray,4,$3-15,$1-5,$1,4077,
Stinger,Scorpion,5,$1-8,$1,$1,4193,Most sell on the lower side
Stinky,Skunk,3,$25-60,$9-16,$1-3,4017,with a 1st gen tush tag - higher values are authenticated
Stinky,Skunk,3,$18-32,$8-12,$1-3,4017,with a 2nd gen tush tag
Stinky,Skunk,"4,5",$1-10,$1,$1,4017,Most sell on the lower side
Stirring,Mouse,14,$9-25,$3-11,$1-5,40707,
Stockings,Bear,12,$1-10,$1,$1,40140,
Stockings,Snowman,17,$1-10,$1-3,$1,40867,
Stony,American Pika,13,$9-20,$2-8,$1-3,44204,Ty Store WWF
Street Sense,Horse,15,$9-15,$4-9,$1-5,40697,US
Street Sense (extra tag),Horse,15,$28-50,$12-15,$1-5,40697,Kentucky Derby Store
Stretch,Ostrich,5,$1-10,$1,$1,4182,Most sell on the lower side
Stripers,Tiger,14,$12-18,$2-7,$1-5,40353,
Stripers (big eyes),Tiger,19,$15-40,$3-15,$1-10,42055,
Stripes (dark fuzzy belly),Tiger,3,$225- 300,$50-90,$15- 25,4065,
Stripes (dark),Tiger,3,$75- 175,$18-50,$3-5,4065,with a 1st gen tush tag
Stripes (dark),Tiger,3,$50-80,$12-22,$1-3,4065,with a 2nd gen tush tag
Stripes (light),Tiger,"4,5",$1-10,$1-3,$1,4065,
Stripes,Zebra,19,$5-17,$2-5,$1,41198,Sells higher with the keyword Boos even though it's not a Boo
Stripey,Tiger,13,$5-10,$2-5,$1,40256,
Stripey Key-clip,Tiger,15 sm,$5-15,$2-5,$1-3,40675,
Strut,Rooster,"4,5",$1-5,$1,$1,4171,
Stubby,Pig,13,$5-9,$2-5,$1,40180,
Stu ed,Turkey,BBOM,$9-15,$1-3,$1,48430,BBOM
Stu ngs,Turkey,BBOM,$6-13,$2-5,$1-3,48418,BBOM
Stu y,Doc McStuffins,19,$10-20,$2-9,$1-5,41024,
Style (purse),Purse Horse,Pinkys,$12-18,$3-5,$2,40284,
Sugar,Cat,15,$18-45,$15-22,$3-9,40786,One seller currently selling low
Sugar-Pie,Dog: Valentine,12,$2-6,$1-3,$1,40159,
Sugarpup,Dog: Valentine,14,$12-19,$2-7,$1-3,40485,
Summerfest,Bear,15,$25-35,$9-20,$2-10,47069,Greater Milwaukee Area
Summertime Fun (green),Bear,14,$6-15,$1-5,$1,40427,Atlanta Gift Show
Summertime Fun (light. blue),Bear,14,$6-15,$1-5,$1,40431,NY Gift Show
Summertime Fun (orange),Bear,14,$6-15,$1-5,$1,40428,Dallas Gift Show
Summertime Fun (pink),Bear,14,$6-15,$1-5,$1,40426,Chicago Gift Show
Summertime Fun (purple),Bear,14,$6-15,$1-5,$1,40429,Toronto Show
Summertime Fun (yellow),Bear,14,$6-15,$1-5,$1,40430,LA Gift Show
Summit,Owl,15,$12-20,$4-9,$1-5,40688,
Sunbonnet,Bunny Rabbit,14,$2-6,$1-3,$1,40324,
Sunburst,Crab,15,$5-9,$1-3,$1,40553,
Sundar,Snow Leopard,12,$10-25,$7-11,$1-5,44203,Ty Store WWF
SUNGOLIATH,Gorilla,14,$15-40,$12-20,$2-10,46070,"Suntory Sungoliath, Japan. One dealer recently sold remaining stock at $15. Prices should start going back up now."
Sunnie (blue),Gira e,15,$12-22,$5-11,$1-6,40555,
Sunnie (purple),Gira e,15,$12-22,$5-11,$1-6,40555,
Sunny,Bear,6,$1-4,$1,$1,4401,
Sunray,Stingray,"7,11",$4-7,$1-3,$1,4598,
Sunrise,Sea Turtle,15,$10-20,$5-11,$2-7,40551,
Sunrise Key-clip,Sea Turtle,15 sm,$12-20,$3-7,$1-3,40560,
Sunset,Monkey,15,$5-10,$2-5,$1,40556,
Superstition,Cat,14,$5-12,$2-5,$1,40419,
Support,Bear,15,$2-5,$1-3,$1,40734,
Surf,Dolphin,17,$9-20,$5-12,$1-3,47143,Sea World
Sur n',Octopus,BBOM,$7-15,$2-5,$1,48437,BBOM
Suzy Sheep,Peppa Pig,"16,18",$14-22,$6-10,$3-5,46139,UK
Sven (cream antlers),Reindeer/ Frozen,19,$3-9,$1-3,$1,41151,Movie: Frozen
Sven (cream antlers) (Sparkle),Reindeer/ Frozen,Sparkle,$3-9,$1-3,$1,41151,Movie: Frozen
Sven (cream antlers) (with sound),Reindeer/ Frozen,19,$3-9,$1-3,$1,41154,Movie: Frozen
Sven (cream antlers) Key-clip (Sparkle),Reindeer/ Frozen,Sparkle,$2-5,$1-3,$1,36621,Movie: Frozen
Sven (cream antlers) Key-clip,Reindeer/ Frozen,19 sm,$3-7,$1-3,$1,36621,Movie: Frozen
Sven (cream antlers) Key-clip (with sound),Reindeer/ Frozen,19 sm,$2-5,$1-3,$1,36625,Movie: Frozen
Sven (silver antlers) (Sparkle),Reindeer/ Frozen,Sparkle,$3-9,$1-3,$1,41302,Movie: Frozen II
Sven (silver antlers) (with sound) (Sparkle),Reindeer/ Frozen,Sparkle,$5-10,$2-5,$1-3,41097,Movie: Frozen II
Sven (silver antlers) Key-clip,Reindeer/ Frozen,19 sm,$2-5,$1-3,$1,35231,Movie: Frozen II
SWAMPFIRE,BEN 10,17,$25-40,$12-19,$2-7,46161,UK
Swampy,Alligator,"6,7",$1-3,$1,$1,4273,
Sweeper,Bear,13,$4-9,$1-3,$1,40254,
Sweetest,Penguin,17,$5-9,$1,$1,40865,
Sweetie Pie,Bunny Rabbit,19,$9-18,$3-8,$1-3,41141,
Sweetiekins,Dog: Valentine,14,$3-8,$1-3,$1,47019,Hallmark
Sweetiepaws,Bear,14,$4-15,$2-5,$1,44093,Ty Store - goes cheap on auction
Sweetling,Bear,15,$4-8,$1-3,$1,44114,Ty Store
Sweetpea,Parakeet/The Secret Life of Pets,19,$5-10,$2-5,$1-3,42247,
Swinger,Monkey,12,$18-25,$5-10,$2-5,40098,
Swinger (Evan Almighty DVD),Monkey,15,$40-75,$12-25,$1,47098,Walmart Beanie & DVD
Swinger (Evan Almighty hang tag) without DVD,Monkey,15,$25-40,$12-20,$1,47098,missing DVD
Swinger Key-clip,Monkey,15 sm,$5-10,$2-5,$1-3,40676,Probably temporary rise
Swiper,Dora the Explorer,17,$20-40,$9-20,$5-18,40728,
Swirly,Snail,5,$5-14,$2-5,$2-3,4249,Increased after TikTok video. BIN performs better than an auction.
Swoop,Pterodactyl,"6,7",$3-9,$1-3,$1,4268,
T (T beanie),Bear,Alphabet,$1-3,$1,$1,40520,
Tabasco,Bull,3,$50-75,$14-25,$3-5,4002,with a 1st gen tush tag
Tabasco,Bull,3,$35-55,$9-15,$1,4002,with a 2nd gen tush tag
Tabasco,Bull,4,$6-20,$2-7,$1,4002,Trending up
Tabbles,Cat,"15, ?",$14-20,$4-9,$1-3,40605,Goes cheap on auctions
Tabor (big eyes),White Tiger,19,$5-9,$2-5,$1,42186,
Tabs,Cat,"7,10",$9-15,$2-5,$1-3,4571,
Ta eta,Cat,Pinkys,$14-20,$3-9,$1-3,40202,
TANAHAIRKU !,Bear,15,$12-20,$4-9,$1-3,46092,Asia-Paci c
Tangles,Cat,"7,11",$4-9,$1-5,$1,40021,
"Tank (7 plates, no shell)",Armadillo,"3,4",$35-85,$15-20,$3-5,4031,also known as 7 lines
"Tank (9 plates, no shell)",Armadillo,4,$75- 125,$12-19,$3-5,4031,also known as 9 lines
"Tank (9 plates, no shell ""Boarder Poem"")",Armadillo,4,$100- 140,$30-50,$3-5,4031,alson known as 9 lines
"Tank (9 plates, shell)",Armadillo,4,$5-15,$1-3,$1,4031,alson known as 9 lines
"Tank (9 plates, shell ""Boarder Poem""",Armadillo,4,$30-50,$12-20,$1,4031,also known as 9 lines
Tasha (Backyardigans),Backyardigans,14,18-29,$6-12,$1-5,40405,
Tasty,Bear,13,$4-9,$1-3,$1,40275,
Taz,Looney Tunes,18,$10-20,$7-14,$3-5,47152,Walgreens
Teddy (100th year anniversary),Bear,"7,10",$3-6,$1,$1,4347,
"Teddy (brown, New Face)",Bear,2,$200- 450,$75- 200,$1-5,4050,Must be pristine & authenticated to obtain the highest prices
"Teddy (brown, New Face)",Bear,3,$75- 185,$25-55,$1-5,4050,with a 1st gen tush tag - higher values are authenticated
"Teddy (brown, New Face)",Bear,3,$25- 100,$12-40,$1-3,4050,with a 2nd gen tush tag
"Teddy (brown, New Face)",Bear,4,$3-15,$1-3,$1,4050,
"Teddy (brown, Old Face)",Bear,1,$525- 1000,$185- 400,$75- 150,4050,Must be pristine & authenticated to obtain the highest prices
"Teddy (brown, Old Face)",Bear,2,$250- 600,$125- 350,$75- 150,4050,Must be pristine & authenticated to obtain the highest prices
"Teddy (cranberry, New Face)",Bear,2,$150- 400,$90- 150,$50- 125,4052,Must be pristine & authenticated to obtain the highest prices
"Teddy (cranberry, New Face)",Bear,3,$150- 400,$90- 145,$50- 125,4052,Must be pristine & authenticated to obtain the highest prices
"Teddy (cranberry, Old Face)",Bear,1,$400- 700,$175- 350,$70- 140,4052,Must be pristine & authenticated to obtain the highest prices
"Teddy (cranberry, Old Face)",Bear,2,$325- 575,$140- 300,$70- 140,4052,Must be pristine & authenticated to obtain the highest prices
"Teddy (jade, New Face)",Bear,2,$150- 400,$90- 150,$50- 125,4057,Must be pristine & authenticated to obtain the highest prices
"Teddy (jade, New Face)",Bear,3,$150- 400,$90- 150,$50- 125,4057,Must be pristine & authenticated to obtain the highest prices
"Teddy (jade, Old Face)",Bear,1,$300- 650,$150- 300,$70- 140,4057,Must be pristine & authenticated to obtain the highest prices
"Teddy (jade, Old Face)",Bear,2,$300- 550,$140- 300,$70- 140,4057,Must be pristine & authenticated to obtain the highest prices
"Teddy (magenta, New Face)",Bear,2,$200- 500,$140- 250,$50- 125,4056,Must be pristine & authenticated to obtain the highest prices
"Teddy (magenta, New Face)",Bear,3,$250- 500,$140- 250,$50- 125,4056,3rd gen is actually rarer but value is the same
"Teddy (magenta, Old Face)",Bear,1,$400- 700,$175- 350,$75- 150,4056,Must be pristine & authenticated to obtain the highest prices
"Teddy (magenta, Old Face)",Bear,2,$325- 575,$140- 300,$75- 150,4056,Must be pristine & authenticated to obtain the highest prices
"Teddy (teal, New Face)",Bear,2,$150- 400,$90- 150,$50- 125,4051,Must be pristine & authenticated to obtain the highest prices
"Teddy (teal, New Face)",Bear,3,$150- 400,$90- 150,$50- 125,4051,Must be pristine & authenticated to obtain the highest prices
"Teddy (teal, Old Face)",Bear,1,$300- 500,$150- 300,$60- 120,4051,Must be pristine & authenticated to obtain the highest prices
"Teddy (teal, Old Face)",Bear,2,$250- 500,$125- 200,$60- 120,4051,Must be pristine & authenticated to obtain the highest prices
"Teddy (violet, New Face)",Bear,2,$250- 550,$140- 250,$75- 150,4055,Must be pristine & authenticated to obtain the highest prices
"Teddy (violet, New Face)",Bear,3,$250- 550,$140- 250,$75- 150,4055,Must be pristine & authenticated to obtain the highest prices
"Teddy (violet, Old Face)",Bear,1,$400- 850,$175- 350,$75- 150,4055,Must be pristine & authenticated to obtain the highest prices
"Teddy (violet, Old Face)",Bear,2,$275- 600,$100- 300,$75- 150,4055,Must be pristine & authenticated to obtain the highest prices
Teddy (Mr. Bean),Bear/Mr. Bean,,see above,see above,see above,46179,listed with Mr Bean above
Teddy Bear,Bear: Elvis,15,$10-20,$4-9,$1-3,47128,Walgreens
TED-e,Bear,10,$1-5,$1,$1,4414,Ty Store
Teegra,White Tiger,15,$5-15,$4-8,$1-3,40659,
Tender,Lamb,13,$5-12,$2-5,$1-3,40167,
Tennessee,Bear,13,$5-9,$13,$1,40226,State
Tepig,Pokemon,18,$30-45,$12-20,$3-5,46181,UK
Texas,Bear,12,$3-7,$1,$1,40082,Trade Show
Texas Bluebonnet,Bear,13,$8-14,$2-5,$1,40289,Trade Show
Texas Rangers,Bear/Baseball,19,$9-12,$5-10,$3-5,41711,MLB licensed
Thank You Bear (2000) (with card or letter),Bear,"6,7",$28-75,$20-30,$4-15,4330,Ty Retailer
Thank You Bear 2000 (without card),Bear,"6,7",$18-40,$12-20,$4-15,4330,Ty Retailer
Thank You Bear (2003) (with card or letter),Bear,"7,11",$7-25,$9-15,$1-3,40040,Ty Retailer
Thank You Bear (2003) (without card or letter),,"7,11",$5-12,$1-3,$1-3,40040,Ty Retailer
Thank You Bear (BBOM),Bear,BBOM,$1-10,$1,$1,4815,BBOM
Thankful,Bear,14,$7-14,$2-5,$1,44098,Ty Store
Thanks a Bunch (Greetings),Bear,14,$3-7,$1-3,$1,40531,
The Beginning,Bear,6,$1-5,$1,$1,4267,
The End,Bear,5,$1-5,$1,$1,4265,False rumors about this beanie being rare are false
Theodore,Alvin & Chipmunks,15,$20-45,$10-18,$6-10,40801,established dealers are selling at the high end. Reputation is key.
"Theodore (Santa, green)",Alvin & Chipmunks,"18, 19",$20-35,$10-18,$6-10,40937,established dealers are selling at the high end. Reputation is key.
Thistle,Bear,7,$5-12,$3-7,$1-5,4623,UK
Thomas,Bear,13,$1-3,$1,$1,40239,
Thumper,Bambi,19,$2-6,$1,$1,42114,Walgreens
Thunderbolt,Horse,14,$10-18,$3-9,$1-3,40408,
Thunderbolt Key-clip,Horse,15 sm,$4-8,$2-4,$1-3,40673,
Tibby,Dog: Shih Tzu,13,$4-10,$1-3,$1,40253,
Ticklish,Bear,15,$8-14,$1-3,$1,40497,trending up
Tidings,Mouse,11,$3-6,$1-3,$1,4431,Ty Store
Tigger,Tiger,Sparkle,$6-9,$1-3,$1,41062,Winnie The Pooh
Tiggs,Tiger,15,$3-5,$1,$1,40658,
Tiggs (big eyes),Tiger,19,$4-7,$1-3,$1,42105,
Tiki,Flamingo,15,$8-15,$2-5,$1,40631,cheaper on auction so do xed price
Tilden Ballz,Devil Ball,19,$140- 175,$90- 125,$50- 100,99100,Tilden High School fundriaser
"Tilden Beanie Mascot Blue ""Tilden TV & Radio"" on shirt",Devil,19,$140- 175,$90- 125,$50- 100,99101,Tilden High School fundriaser
"Tilden Beanie Mascot Yellow ""Tilden TV & Radio"" on shirt",Devil,19,$140- 175,$90- 125,$50- 100,99102,Tilden High School fundriaser
Tilden Pillow-round,Pillow,19,$140- 175,$90- 125,$50- 100,99103,Tilden High School fundriaser
Tilden Pillow-rectangular,Pillow,19,$140- 175,$90- 125,$50- 100,99104,Tilden High School fundriaser
Tilden Football,Football,19,$140- 175,$90- 125,$50- 100,99105,Tilden High School fundriaser
"Tilden Beanie Mascot Blue ""T"" on Shirt Red lips Phone Case",Devil Phone Case,19,$140- 175,$90- 125,$50- 100,99106,Tilden High School fundriaser
